,img_name,text,predicted_price_filled
122,483319848_2.jpg,199.0,199.0
123,511199928_2.jpg,29.0,39.0
124,509211276_2.jpg,209.0,209.0
125,509487967_2.jpg,99.0,99.0
126,511282288_2.jpg,99.0,-1.0
127,481897059_2.jpg,499.0,439.0
128,509741611_2.jpg,49.0,49.0
129,509013558_2.jpg,59.0,59.0
130,481896296_2.jpg,459.0,459.0
131,508828680_2.jpg,56.0,-1.0
132,481896173_2.jpg,679.0,679.0
133,509225935_2.jpg,249.0,249.0
134,511279884_2.jpg,1199.0,99.0
135,508783669_2.jpg,32.0,2.0
136,510884303_2.jpg,699.0,639.0
137,510831885_2.jpg,129.0,129.0
138,487495695_2.jpg,659.0,659.0
139,508784594_2.jpg,119.0,1.0
140,511264076_2.jpg,419.0,419.0
141,510879851_2.jpg,439.0,439.0
142,510883545_2.jpg,153.0,353.0
143,508792784_2.jpg,193.0,193.0
144,508764238_2.jpg,1049.0,1049.0
145,509225927_2.jpg,259.0,259.0
146,511231264_2.jpg,43.0,43.0
147,508783677_2.jpg,23.0,235.0
148,508758341_2.jpg,139.0,139.0
149,483319546_2.jpg,69.0,69.0
150,508764935_2.jpg,89.0,89.0
151,508776632_2.jpg,219.0,219.0
152,481896820_2.jpg,1399.0,1239.0
153,508763618_2.jpg,69.0,69.0
154,508775589_2.jpg,519.0,519.0
155,510880206_2.jpg,199.0,-1.0
156,508758643_2.jpg,71.0,77.0
157,508813349_2.jpg,439.0,-1.0
158,508763471_2.jpg,89.0,89.0
159,508766080_2.jpg,139.0,139.0
160,510831039_2.jpg,149.0,149.0
161,508765275_2.jpg,143.0,143.0
162,508793927_2.jpg,1249.0,-1.0
163,511296036_2.jpg,199.0,199.0
164,508757399_2.jpg,89.0,-1.0
165,511267333_2.jpg,459.0,459.0
166,508760156_2.jpg,359.0,3559.0
167,508780936_2.jpg,289.0,239.0
168,510886359_2.jpg,149.0,149.0
169,508761876_2.jpg,43.0,43.0
170,508758314_2.jpg,34.0,-1.0
171,508775588_2.jpg,399.0,-1.0
172,508757621_2.jpg,46.0,-1.0
173,511243362_2.jpg,113.0,-1.0
174,481896434_2.jpg,1499.0,1499.0
175,510879820_2.jpg,279.0,279.0
176,483319507_2.jpg,69.0,69.0
177,508823218_2.jpg,209.0,209.0
178,511263733_2.jpg,1499.0,1499.0
179,487495086_2.jpg,699.0,699.0
180,509520194_2.jpg,214.0,214.0
181,508757573_2.jpg,39.0,-1.0
182,509390516_2.jpg,99.0,99.0
183,511270503_2.jpg,399.0,3939.0
184,508788078_2.jpg,314.0,314.0
185,510879780_2.jpg,499.0,433.0
186,511296437_2.jpg,103.0,103.0
187,510879970_2.jpg,309.0,309.0
188,509302666_2.jpg,409.0,439.0
189,508762711_2.jpg,91.0,91.0
190,511228292_2.jpg,72.0,72.0
191,511263690_2.jpg,519.0,519.0
192,508764630_2.jpg,229.0,-1.0
193,511200978_2.jpg,119.0,92.0
194,510831247_2.jpg,749.0,749.0
195,509749755_2.jpg,125.0,-1.0
196,508762907_2.jpg,104.0,104.0
197,508782861_2.jpg,199.0,199.0
198,509188170_2.jpg,123.0,123.0
199,510879812_2.jpg,999.0,399.0
200,510879974_2.jpg,173.0,3.0
201,508758202_2.jpg,179.0,179.0
202,511264117_2.jpg,449.0,-1.0
203,508762910_2.jpg,199.0,199.0
204,508782829_2.jpg,299.0,299.0
205,509747262_2.jpg,76.0,76.0
206,508775200_2.jpg,72.0,-1.0
207,508757661_2.jpg,50.0,50.0
208,508765747_2.jpg,349.0,349.0
209,511246580_2.jpg,159.0,159.0
210,508776938_2.jpg,143.0,143.0
211,509488006_2.jpg,179.0,179.0
212,508763699_2.jpg,1099.0,1099.0
213,510830848_2.jpg,699.0,699.0
214,508785415_2.jpg,149.0,149.0
215,508775624_2.jpg,219.0,219.0
216,481896466_2.jpg,699.0,699.0
217,508780968_2.jpg,143.0,-1.0
218,508763944_2.jpg,89.0,39.0
219,511219400_2.jpg,46.0,46.0
220,508812887_2.jpg,139.0,139.0
221,510879868_2.jpg,269.0,269.0
222,508776586_2.jpg,143.0,143.0
223,481896648_2.jpg,459.0,-1.0
224,508758040_2.jpg,26.0,26.0
225,481897102_2.jpg,469.0,469.0
226,508782845_2.jpg,143.0,143.0
227,508758338_2.jpg,29.0,29.0
228,508957455_2.jpg,299.0,-1.0
229,509678346_2.jpg,549.0,549.0
230,509390595_2.jpg,179.0,179.0
231,509751619_2.jpg,129.0,129.0
232,487495468_2.jpg,529.0,529.0
233,481896951_2.jpg,899.0,899.0
234,509664410_2.jpg,519.0,519.0
235,511264770_2.jpg,749.0,749.0
236,510880248_2.jpg,419.0,419.0
237,511264792_2.jpg,269.0,269.0
238,487495152_2.jpg,469.0,469.0
239,509749778_2.jpg,83.0,-1.0
240,508800036_2.jpg,379.0,379.0
241,508758527_2.jpg,519.0,519.0
242,511199931_2.jpg,29.0,293.0
243,510884908_2.jpg,1299.0,7299.0
244,508759908_2.jpg,66.0,66.0
245,508763850_2.jpg,829.0,829.0
246,509520224_2.jpg,299.0,-1.0
247,510883435_2.jpg,2099.0,2099.0
248,508780193_2.jpg,152.0,152.0
249,511271840_2.jpg,45.0,45.0
250,508775600_2.jpg,259.0,259.0
251,508781431_2.jpg,239.0,239.0
252,511282321_2.jpg,99.0,99.0
253,483319332_2.jpg,149.0,149.0
254,508759696_2.jpg,339.0,-1.0
255,508787452_2.jpg,82.0,8382.0
256,508749003_2.jpg,139.0,139.0
257,511271492_2.jpg,37.0,32.0
258,508758893_2.jpg,179.0,179.0
259,487495411_2.jpg,89.0,89.0
260,510885061_2.jpg,41.0,41.0
261,508762432_2.jpg,107.0,107.0
262,508792812_2.jpg,69.0,69.0
263,508757875_2.jpg,81.0,87.0
264,481896965_2.jpg,599.0,599.0
265,508788084_2.jpg,209.0,2.0
266,510840001_2.jpg,379.0,379.0
267,508782323_2.jpg,89.0,89.0
268,510879774_2.jpg,599.0,599.0
269,508758300_2.jpg,159.0,159.0
270,508810596_2.jpg,279.0,279.0
271,481897082_2.jpg,559.0,559.0
272,481896836_2.jpg,2799.0,2799.0
273,511279872_2.jpg,2399.0,2399.0
274,508811842_2.jpg,339.0,339.0
275,508754156_2.jpg,79.0,79.0
276,511196632_2.jpg,31.0,31.0
277,508775618_2.jpg,749.0,749.0
278,509702509_2.jpg,799.0,-1.0
279,510880200_2.jpg,969.0,969.0
280,483319404_2.jpg,162.0,162.0
281,481896955_2.jpg,899.0,899.0
282,508780209_2.jpg,99.0,99.0
283,508812628_2.jpg,66.0,66.0
284,508828670_2.jpg,159.0,159.0
285,483319713_2.jpg,79.0,79.0
286,510880320_2.jpg,259.0,259.0
287,510831137_2.jpg,149.0,149.0
288,508759693_2.jpg,339.0,339.0
289,511203279_2.jpg,239.0,339.0
290,510883579_2.jpg,153.0,353.0
291,511295128_2.jpg,359.0,-1.0
292,508812610_2.jpg,129.0,129.0
293,508763951_2.jpg,152.0,-1.0
294,510832539_2.jpg,209.0,209.0
295,509681167_2.jpg,399.0,399.0
296,510885608_2.jpg,159.0,183.0
297,508764628_2.jpg,129.0,129.0
298,508785265_2.jpg,259.0,259.0
299,508776089_2.jpg,37.0,-1.0
300,510885921_2.jpg,79.0,-1.0
301,508763118_2.jpg,1119.0,-1.0
302,508781168_2.jpg,899.0,1.0
303,508765336_2.jpg,38.0,38.0
304,510880854_2.jpg,49.0,49.0
305,487495196_2.jpg,99.0,99.0
306,508757888_2.jpg,109.0,109.0
307,510885165_2.jpg,53.0,5.0
308,508759703_2.jpg,899.0,-1.0
309,508828734_2.jpg,89.0,89.0
310,508760029_2.jpg,3699.0,-1.0
311,511272063_2.jpg,95.0,95.0
312,510885178_2.jpg,56.0,56.0
313,510879841_2.jpg,359.0,359.0
314,508782324_2.jpg,49.0,49.0
315,481896641_2.jpg,499.0,499.0
316,508781420_2.jpg,259.0,259.0
317,508781425_2.jpg,259.0,259.0
318,510879748_2.jpg,569.0,569.0
319,508764639_2.jpg,189.0,-1.0
320,510886129_2.jpg,53.0,3.0
321,508777216_2.jpg,79.0,79.0
322,487494943_2.jpg,2199.0,2199.0
323,483319838_2.jpg,159.0,159.0
324,508765780_2.jpg,649.0,649.0
325,508787434_2.jpg,119.0,119.0
326,487495544_2.jpg,62.0,62.0
327,508782884_2.jpg,75.0,75.0
328,487495375_2.jpg,149.0,149.0
329,508764422_2.jpg,1039.0,10397.0
330,508782438_2.jpg,89.0,89.0
331,508762953_2.jpg,349.0,349.0
332,510885211_2.jpg,76.0,76.0
333,510840437_2.jpg,269.0,269.0
334,508763138_2.jpg,149.0,149.0
335,508776090_2.jpg,37.0,-1.0
336,508787437_2.jpg,169.0,169.0
337,509302563_2.jpg,469.0,469.0
338,511278108_2.jpg,74.0,74.0
339,508764420_2.jpg,3199.0,3199.0
340,508757531_2.jpg,269.0,269.0
341,510884736_2.jpg,349.0,349.0
342,508957494_2.jpg,299.0,9.0
343,509174695_2.jpg,169.0,169.0
344,487495731_2.jpg,849.0,849.0
345,508757404_2.jpg,79.0,79.0
346,509483300_2.jpg,62.0,62.0
347,511264102_2.jpg,519.0,579.0
348,511288654_2.jpg,129.0,129.0
349,510880076_2.jpg,189.0,189.0
350,509487950_2.jpg,179.0,179.0
351,508813212_2.jpg,229.0,229.0
352,510879905_2.jpg,109.0,109.0
353,508782820_2.jpg,113.0,-1.0
354,511295070_2.jpg,134.0,134.0
355,508782849_2.jpg,289.0,-1.0
356,508758348_2.jpg,109.0,-1.0
357,510885196_2.jpg,62.0,62.0
358,483319592_2.jpg,299.0,299.0
359,510883546_2.jpg,149.0,149.0
360,508764622_2.jpg,189.0,189.0
361,510883597_2.jpg,139.0,139.0
362,511266357_2.jpg,1029.0,1029.0
363,508788528_2.jpg,89.0,2.0
364,487495652_2.jpg,1499.0,1499.0
365,511263756_2.jpg,459.0,459.0
366,510947609_2.jpg,114.0,-1.0
367,510840002_2.jpg,379.0,379.0
368,511278113_2.jpg,39.0,39.0
369,511264089_2.jpg,639.0,639.0
370,511296062_2.jpg,69.0,69.0
371,509069647_2.jpg,37.0,-1.0
372,483319368_2.jpg,179.0,179.0
373,508762549_2.jpg,75.0,75.0
374,510879945_2.jpg,129.0,9.0
375,481896608_2.jpg,649.0,649.0
376,487495344_2.jpg,149.0,149.0
377,511264079_2.jpg,939.0,939.0
378,481897045_2.jpg,999.0,999.0
379,481897117_2.jpg,599.0,599.0
380,510879770_2.jpg,339.0,339.0
381,508748960_2.jpg,209.0,209.0
382,510883349_2.jpg,71.0,-1.0
383,508800053_2.jpg,699.0,699.0
384,508764969_2.jpg,64.0,64.0
385,508754220_2.jpg,64.0,64.0
386,483319395_2.jpg,69.0,69.0
387,508813352_2.jpg,299.0,2939.0
388,509513105_2.jpg,46.0,46.0
389,508782459_2.jpg,159.0,159.0
390,508813241_2.jpg,35.0,35.0
391,508758353_2.jpg,59.0,59.0
392,508766101_2.jpg,319.0,-1.0
393,511259230_2.jpg,699.0,699.0
394,511192606_2.jpg,169.0,169.0
395,510883797_2.jpg,159.0,159.0
396,508777203_2.jpg,169.0,1699.0
397,509233411_2.jpg,119.0,-1.0
398,483319454_2.jpg,40.0,4.0
399,508814837_2.jpg,189.0,189.0
400,508765311_2.jpg,72.0,72.0
401,508759771_2.jpg,739.0,729.0
402,510969731_2.jpg,94.0,94.0
403,508762473_2.jpg,529.0,529.0
404,508763363_2.jpg,109.0,109.0
405,508781114_2.jpg,179.0,179.0
406,508812779_2.jpg,299.0,-1.0
407,508763332_2.jpg,269.0,269.0
408,508749014_2.jpg,339.0,339.0
409,508761623_2.jpg,49.0,49.0
410,509749759_2.jpg,259.0,-1.0
411,511271825_2.jpg,43.0,45.0
412,511233284_2.jpg,289.0,289.0
413,508762291_2.jpg,109.0,109.0
414,508762094_2.jpg,39.0,39.0
415,508761410_2.jpg,46.0,4.0
416,510831834_2.jpg,89.0,89.0
417,511198273_2.jpg,34.0,34.0
418,508810565_2.jpg,549.0,549.0
419,511267331_2.jpg,419.0,49.0
420,508764497_2.jpg,124.0,124.0
421,508763139_2.jpg,149.0,149.0
422,510884720_2.jpg,339.0,339.0
423,481897088_2.jpg,799.0,799.0
424,511237944_2.jpg,183.0,183.0
425,481896957_2.jpg,729.0,729.0
426,487494907_2.jpg,359.0,359.0
427,508764582_2.jpg,339.0,-1.0
428,508813699_2.jpg,129.0,129.0
429,510883517_2.jpg,73.0,73.0
430,508775615_2.jpg,1799.0,1799.0
431,508758890_2.jpg,149.0,149.0
432,508777434_2.jpg,139.0,-1.0
433,510883276_2.jpg,139.0,139.0
434,481896797_2.jpg,1899.0,1899.0
435,508765553_2.jpg,112.0,2.0
436,483319532_2.jpg,83.0,83.0
437,487495640_2.jpg,309.0,309.0
438,508782876_2.jpg,219.0,219.0
439,508813216_2.jpg,179.0,179.0
440,508758876_2.jpg,104.0,104.0
441,510883526_2.jpg,69.0,69.0
442,509069460_2.jpg,52.0,52.0
443,510830914_2.jpg,259.0,259.0
444,510969745_2.jpg,89.0,89.0
445,508760162_2.jpg,209.0,209.0
446,508844131_2.jpg,139.0,-1.0
447,487495374_2.jpg,144.0,144.0
448,508754152_2.jpg,69.0,69.0
449,487495677_2.jpg,499.0,499.0
450,510881053_2.jpg,539.0,539.0
451,510883128_2.jpg,629.0,629.0
452,508782828_2.jpg,169.0,169.0
453,508761863_2.jpg,72.0,72.0
454,508759561_2.jpg,399.0,399.0
455,508968076_2.jpg,64.0,-1.0
456,483319415_2.jpg,74.0,74.0
457,510840003_2.jpg,379.0,379.0
458,508765307_2.jpg,66.0,66.0
459,508777179_2.jpg,129.0,129.0
460,508759242_2.jpg,419.0,-1.0
461,508758664_2.jpg,109.0,-1.0
462,508766069_2.jpg,149.0,149.0
463,508758660_2.jpg,101.0,101.0
464,510885158_2.jpg,119.0,-1.0
465,508795800_2.jpg,619.0,619.0
466,508761087_2.jpg,279.0,-1.0
467,508782303_2.jpg,249.0,249.0
468,510915963_2.jpg,239.0,239.0
469,508765778_2.jpg,469.0,469.0
470,508759446_2.jpg,789.0,789.0
471,508761197_2.jpg,72.0,72.0
472,510969742_2.jpg,69.0,69.0
473,481896599_2.jpg,2599.0,25399.0
474,511288653_2.jpg,249.0,249.0
475,511296053_2.jpg,129.0,129.0
476,509520121_2.jpg,399.0,399.0
477,511263730_2.jpg,1599.0,1599.0
478,508776584_2.jpg,229.0,229.0
479,508758542_2.jpg,269.0,269.0
480,510880204_2.jpg,209.0,209.0
481,508766124_2.jpg,339.0,339.0
482,511295060_2.jpg,149.0,149.0
483,483319496_2.jpg,159.0,159.0
484,509749756_2.jpg,129.0,9.0
485,510885639_2.jpg,149.0,149.0
486,511220122_2.jpg,109.0,309.0
487,508797587_2.jpg,189.0,180.0
488,483319493_2.jpg,153.0,153.0
489,508761196_2.jpg,72.0,72.0
490,487495674_2.jpg,1599.0,1599.0
491,511193296_2.jpg,999.0,999.0
492,508775232_2.jpg,142.0,142.0
493,508812378_2.jpg,109.0,109.0
494,510831341_2.jpg,299.0,299.0
495,508762870_2.jpg,329.0,329.0
496,511133598_2.jpg,34.0,34.0
497,511279849_2.jpg,3299.0,3299.0
498,511277553_2.jpg,144.0,144.0
499,508763551_2.jpg,719.0,-1.0
500,487495540_2.jpg,69.0,69.0
501,508762573_2.jpg,113.0,-1.0
502,481896603_2.jpg,1899.0,18990.0
503,481896461_2.jpg,1029.0,1023.0
504,483319694_2.jpg,75.0,5.0
505,509741640_2.jpg,12.0,-1.0
506,508788512_2.jpg,84.0,84.0
507,508762954_2.jpg,209.0,209.0
508,508788189_2.jpg,64.0,-1.0
509,483319738_2.jpg,153.0,153.0
510,509225988_2.jpg,359.0,359.0
511,508761177_2.jpg,279.0,279.0
512,508763365_2.jpg,169.0,169.0
513,508761188_2.jpg,22.0,-1.0
514,508760123_2.jpg,299.0,299.0
515,508763129_2.jpg,164.0,164.0
516,509681176_2.jpg,629.0,629.0
517,508764982_2.jpg,36.0,36.0
518,510883567_2.jpg,73.0,-1.0
519,510884302_2.jpg,699.0,699.0
520,508765633_2.jpg,92.0,92.0
521,508775708_2.jpg,119.0,-1.0
522,508761193_2.jpg,81.0,8.0
523,509751632_2.jpg,139.0,139.0
524,511270526_2.jpg,83.0,83.0
525,483319763_2.jpg,139.0,139.0
526,510885917_2.jpg,99.0,-1.0
527,510885213_2.jpg,81.0,81.0
528,510879773_2.jpg,599.0,599.0
529,508763324_2.jpg,159.0,159.0
530,511264100_2.jpg,499.0,499.0
531,509520210_2.jpg,169.0,169.0
532,483319723_2.jpg,259.0,259.0
533,508764213_2.jpg,269.0,269.0
534,509520111_2.jpg,279.0,279.0
535,511291377_2.jpg,179.0,179.0
536,483319582_2.jpg,133.0,33.0
537,508765786_2.jpg,649.0,649.0
538,508765338_2.jpg,66.0,66.0
539,511283819_2.jpg,33.0,33.0
540,509520120_2.jpg,229.0,229.0
541,509749283_2.jpg,39.0,-1.0
542,510880858_2.jpg,99.0,90.0
543,481896594_2.jpg,9999.0,-1.0
544,508781151_2.jpg,759.0,759.0
545,508783644_2.jpg,79.0,79.0
546,508766081_2.jpg,219.0,219.0
547,509751616_2.jpg,149.0,1.0
548,508757886_2.jpg,51.0,-1.0
549,508780197_2.jpg,119.0,19.0
550,508748953_2.jpg,40.0,4.0
551,483319643_2.jpg,95.0,95.0
552,509494170_2.jpg,59.0,59.0
553,508758439_2.jpg,86.0,86.0
554,510883326_2.jpg,2399.0,2399.0
555,508765274_2.jpg,167.0,167.0
556,508785554_2.jpg,219.0,219.0
557,510831840_2.jpg,71.0,-1.0
558,508759708_2.jpg,799.0,799.0
559,508828724_2.jpg,93.0,93.0
560,508761613_2.jpg,91.0,9.0
561,508758533_2.jpg,399.0,399.0
562,508763647_2.jpg,55.0,55.0
563,510831533_2.jpg,1259.0,1259.0
564,510879697_2.jpg,189.0,339.0
565,508828687_2.jpg,93.0,93.0
566,487495440_2.jpg,69.0,69.0
567,508765682_2.jpg,79.0,79.0
568,508777433_2.jpg,209.0,-1.0
569,510883116_2.jpg,669.0,-1.0
570,508793966_2.jpg,499.0,499.0
571,508777452_2.jpg,163.0,163.0
572,508763698_2.jpg,1499.0,1499.0
573,487495157_2.jpg,499.0,499.0
574,508811367_2.jpg,819.0,819.0
575,508783682_2.jpg,56.0,56.0
576,508782810_2.jpg,199.0,-1.0
577,508763170_2.jpg,209.0,209.0
578,510886093_2.jpg,143.0,143.0
579,508758345_2.jpg,89.0,89.0
580,510885202_2.jpg,63.0,-1.0
581,509496966_2.jpg,123.0,123.0
582,508766094_2.jpg,119.0,-1.0
583,508762951_2.jpg,84.0,-1.0
584,508761858_2.jpg,94.0,94.0
585,483319692_2.jpg,79.0,79.0
586,509267347_2.jpg,249.0,-1.0
587,508996889_2.jpg,119.0,-1.0
588,511264776_2.jpg,1299.0,299.0
589,508762680_2.jpg,179.0,179.0
590,508762895_2.jpg,145.0,145.0
591,511228488_2.jpg,459.0,459.0
592,509496990_2.jpg,49.0,4.0
593,508758530_2.jpg,449.0,4.0
594,487494972_2.jpg,499.0,499.0
595,511263685_2.jpg,2699.0,2699.0
596,510884647_2.jpg,1449.0,49.0
597,508763707_2.jpg,81.0,81.0
598,508811730_2.jpg,79.0,79.0
599,508761560_2.jpg,69.0,69.0
600,481896091_2.jpg,599.0,599.0
601,510830925_2.jpg,359.0,359.0
602,487495385_2.jpg,153.0,153.0
603,481897060_2.jpg,1699.0,1699.0
604,508762757_2.jpg,3299.0,3299.0
605,510883429_2.jpg,1599.0,1099.0
606,509444537_2.jpg,139.0,139.0
607,510883576_2.jpg,72.0,72.0
608,511198328_2.jpg,91.0,9.0
609,509323371_2.jpg,449.0,449.0
610,511203277_2.jpg,239.0,239.0
611,508775363_2.jpg,279.0,279.0
612,509749285_2.jpg,199.0,199.0
613,508758049_2.jpg,99.0,-1.0
614,510884788_2.jpg,249.0,249.0
615,508763456_2.jpg,46.0,4.0
616,508758215_2.jpg,109.0,109.0
617,508758085_2.jpg,45.0,-1.0
618,481897040_2.jpg,849.0,24.0
619,510883379_2.jpg,629.0,629.0
620,508766078_2.jpg,149.0,149.0
621,508760618_2.jpg,369.0,269.0
622,511231278_2.jpg,84.0,84.0
623,508764003_2.jpg,119.0,119.0
624,508760633_2.jpg,289.0,289.0
625,508780476_2.jpg,1699.0,1699.0
626,508777173_2.jpg,143.0,143.0
627,487495707_2.jpg,299.0,2839.0
628,509713516_2.jpg,379.0,379.0
629,508758156_2.jpg,79.0,79.0
630,508764081_2.jpg,63.0,63.0
631,481896152_2.jpg,719.0,719.0
632,508812403_2.jpg,69.0,69.0
633,508776576_2.jpg,249.0,249.0
634,511283826_2.jpg,49.0,49.0
635,481896606_2.jpg,2799.0,99.0
636,508762710_2.jpg,79.0,79.0
637,508782804_2.jpg,149.0,149.0
638,508763043_2.jpg,139.0,139.0
639,511198241_2.jpg,34.0,34.0
640,508761469_2.jpg,49.0,4.0
641,510879914_2.jpg,839.0,-1.0
642,509702503_2.jpg,399.0,399.0
643,509747256_2.jpg,34.0,356.0
644,508766019_2.jpg,213.0,213.0
645,508758659_2.jpg,101.0,101.0
646,508760125_2.jpg,499.0,499.0
647,511266364_2.jpg,499.0,499.0
648,510884340_2.jpg,719.0,719.0
649,511282309_2.jpg,92.0,-1.0
650,487495168_2.jpg,329.0,329.0
651,510885606_2.jpg,149.0,149.0
652,508761633_2.jpg,64.0,64.0
653,508757883_2.jpg,49.0,49.0
654,508957689_2.jpg,139.0,139.0
655,508775703_2.jpg,159.0,159.0
656,510879968_2.jpg,229.0,229.0
657,508817357_2.jpg,199.0,199.0
658,508757695_2.jpg,95.0,95.0
659,508761618_2.jpg,99.0,99.0
660,508757532_2.jpg,269.0,269.0
661,487495675_2.jpg,450.0,5.0
662,509233428_2.jpg,169.0,-1.0
663,509390360_2.jpg,139.0,-1.0
664,481896237_2.jpg,1229.0,1229.0
665,508783286_2.jpg,79.0,79.0
666,509332048_2.jpg,69.0,69.0
667,508761412_2.jpg,45.0,45.0
668,508776635_2.jpg,159.0,15090.0
669,483319544_2.jpg,66.0,56.0
670,508782894_2.jpg,119.0,119.0
671,483319780_2.jpg,135.0,-1.0
672,508761999_2.jpg,109.0,109.0
673,508780359_2.jpg,189.0,189.0
674,487495534_2.jpg,66.0,66.0
675,510880341_2.jpg,60.0,60.0
676,509312334_2.jpg,159.0,159.0
677,511277554_2.jpg,144.0,144.0
678,511264196_2.jpg,1849.0,1849.0
679,508765031_2.jpg,89.0,89.0
680,509741647_2.jpg,49.0,49.0
681,508757669_2.jpg,55.0,55.0
682,508766084_2.jpg,659.0,659.0
683,487495401_2.jpg,79.0,792.0
684,481896629_2.jpg,639.0,6339.0
685,510879750_2.jpg,569.0,569.0
686,508775598_2.jpg,1549.0,1549.0
687,510879698_2.jpg,86.0,86.0
